,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Bazargate,18.9387711,72.8353355,Food for Thought,18.932030548104755,72.83166719005116,Café
1,Bazargate,18.9387711,72.8353355,Wankhede Stadium,18.938792382629718,72.82594448102758,Cricket Ground
2,Bazargate,18.9387711,72.8353355,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
3,Bazargate,18.9387711,72.8353355,Starbucks,18.93218954141338,72.83395939223185,Coffee Shop
4,Bazargate,18.9387711,72.8353355,Britannia & Co.,18.934683361330222,72.8401828706296,Parsi Restaurant
5,Bazargate,18.9387711,72.8353355,Marine Drive,18.941220560803895,72.82326137405234,Scenic Lookout
6,Bazargate,18.9387711,72.8353355,Trishna,18.928618767483165,72.83235598103688,Seafood Restaurant
7,Bazargate,18.9387711,72.8353355,Natural's Ice Cream Parlour,18.93489186136897,72.82422244548796,Ice Cream Shop
8,Bazargate,18.9387711,72.8353355,Jehangir Art Gallery,18.927606328364668,72.8314638434005,Art Gallery
9,Bazargate,18.9387711,72.8353355,Taj Mahal Palace & Tower,18.92230601080199,72.83357809321173,Hotel
10,Bazargate,18.9387711,72.8353355,Nariman Point,18.92918335830556,72.82223224639893,Scenic Lookout
11,Bazargate,18.9387711,72.8353355,Café Mondegar,18.924219037574055,72.83210608191361,Café
12,Bazargate,18.9387711,72.8353355,K Rustoms. Ice Cream,18.933478146064274,72.824995132785,Ice Cream Shop
13,Bazargate,18.9387711,72.8353355,Queen's Necklace,18.933982645438288,72.82389609019086,Beach
14,Bazargate,18.9387711,72.8353355,Shree Thaker Bhojnalay,18.951216985262224,72.82832591412115,Indian Restaurant
15,Bazargate,18.9387711,72.8353355,Yazdani Bakery,18.93319143074909,72.83359064269625,Bakery
16,Bazargate,18.9387711,72.8353355,Sabyasachi,18.926989753183356,72.83318533588488,Boutique
17,Bazargate,18.9387711,72.8353355,Sachin Tendulkar Stand,18.939600603290792,72.82563289592339,Cricket Ground
18,Bazargate,18.9387711,72.8353355,The Sassy Spoon,18.928425922468104,72.82251196171583,Diner
19,Bazargate,18.9387711,72.8353355,La Folie Patisserie,18.928504031969176,72.83231471266487,Dessert Shop
20,Bazargate,18.9387711,72.8353355,The Bayview - Hotel Marine Plaza,18.931876096865885,72.82303056777508,Italian Restaurant
21,Bazargate,18.9387711,72.8353355,Qi,18.932341935886978,72.82759090574511,Gym / Fitness Center
22,Bazargate,18.9387711,72.8353355,Filter,18.928311600712163,72.83264346458098,Gift Shop
23,Bazargate,18.9387711,72.8353355,National Centre for the Performing Arts (NCPA),18.92563130239702,72.81986117362976,Performing Arts Venue
24,Bazargate,18.9387711,72.8353355,HQ's,18.92516732081239,72.8320513245287,Nightclub
25,Bazargate,18.9387711,72.8353355,Woodside Inn,18.92475092153973,72.8319296651825,Pub
26,Bazargate,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Prince of Wales Museum of Western India),18.92686438179064,72.83255875110626,History Museum
27,Bazargate,18.9387711,72.8353355,Tata Theatre,18.925062966444333,72.8199577331543,Theater
28,Bazargate,18.9387711,72.8353355,"Sea Lounge, Taj Mahal Palace Hotel",18.92150340821261,72.83329756421982,Lounge
29,Bazargate,18.9387711,72.8353355,Trident,18.92787752948028,72.82071104273936,Hotel
30,Bazargate,18.9387711,72.8353355,Theobroma,18.91929830684632,72.82918453216553,Dessert Shop
31,Bazargate,18.9387711,72.8353355,PizzaExpress Colaba,18.923899084049445,72.83345215349688,Pizza Place
32,Bazargate,18.9387711,72.8353355,The J,18.9303738249949,72.82673394356861,Fast Food Restaurant
33,Bazargate,18.9387711,72.8353355,Pizza By The Bay,18.933515653026742,72.823924806057,Pizza Place
34,Bazargate,18.9387711,72.8353355,Bhagat Tarachand Restaurant,18.951801999721898,72.83048598110027,Indian Restaurant
35,Bazargate,18.9387711,72.8353355,The Cricket Club Of India (CCI),18.9319640579446,72.82463550567627,Cricket Ground
36,Bazargate,18.9387711,72.8353355,The Oberoi,18.92710051682048,72.82016472076614,Hotel
37,Bazargate,18.9387711,72.8353355,Havana Cafe & Bar,18.924034560866843,72.83274721513723,Bar
38,Bazargate,18.9387711,72.8353355,"The Oriental Blossom, Marine Plaza",18.93160511562937,72.82312062346041,Asian Restaurant
39,Bazargate,18.9387711,72.8353355,The Table,18.924099,72.833097,New American Restaurant
40,Bazargate,18.9387711,72.8353355,Kyani & Co.,18.94406151119363,72.82857562826509,Café
41,Bazargate,18.9387711,72.8353355,Wasabi by Morimoto,18.922011858054795,72.83366279313577,Japanese Restaurant
42,Bazargate,18.9387711,72.8353355,New Martin,18.91862420333764,72.82951216623856,Indian Restaurant
43,Bazargate,18.9387711,72.8353355,The Harbour Bar,18.922030378208643,72.83361735728658,Cocktail Bar
44,Bazargate,18.9387711,72.8353355,Taj Ice Cream,18.960013490448077,72.83077934706037,Ice Cream Shop
45,Bazargate,18.9387711,72.8353355,Narayan Dosa,18.95744533870669,72.81325090399687,Fast Food Restaurant
46,Bazargate,18.9387711,72.8353355,Parsi Dairy Farm,18.946755804146605,72.83118326738536,Cheese Shop
47,Bazargate,18.9387711,72.8353355,Café Basilico,18.91860901934294,72.83048426934867,Diner
48,Bazargate,18.9387711,72.8353355,Café at the NCPA,18.92525684284292,72.81957843982663,Café
49,Bazargate,18.9387711,72.8353355,Thai Pavilion,18.914246393461482,72.82108040339331,Thai Restaurant
50,Bazargate,18.9387711,72.8353355,Shalimar Restaurant,18.958180122249892,72.83236650763473,Indian Restaurant
51,Bazargate,18.9387711,72.8353355,Crawford Market,18.946761002522727,72.83122518841544,Market
52,Bazargate,18.9387711,72.8353355,Al Rehmani,18.961842975722288,72.8318178382764,Indian Restaurant
53,Bazargate,18.9387711,72.8353355,Amadeus,18.925495223376178,72.8194947296713,Mediterranean Restaurant
54,Bazargate,18.9387711,72.8353355,Palms - Catholic Gymkhana,18.94975999002401,72.82001852587977,Restaurant
55,Bazargate,18.9387711,72.8353355,Colaba Market,18.920928129223118,72.83095863848155,Flea Market
56,Bazargate,18.9387711,72.8353355,Bachelorr's Ice Creams,18.954112687615716,72.81539588202173,Ice Cream Shop
57,Bazargate,18.9387711,72.8353355,Starbucks,18.956426495409225,72.81206513923615,Coffee Shop
58,Bazargate,18.9387711,72.8353355,Vivanta by Taj - President,18.91441306149257,72.82102773714136,Hotel
59,Bazargate,18.9387711,72.8353355,The Malabar Hill Club,18.954392250210518,72.8035103932751,Restaurant
60,Bazargate,18.9387711,72.8353355,Sarvi,18.96685250452282,72.82922116407411,Middle Eastern Restaurant
61,Bazargate,18.9387711,72.8353355,Jaffer Bhai's Delhi Darbar,18.961417197216175,72.82337928586074,Indian Restaurant
62,Bazargate,18.9387711,72.8353355,Jiva Spa,18.9143518026736,72.82105552918432,Spa
63,Bazargate,18.9387711,72.8353355,Delhi Darbar,18.961580689107752,72.82352680100172,Indian Restaurant
64,Bazargate,18.9387711,72.8353355,Swati Snacks,18.96644170253803,72.81353124991814,Indian Restaurant
65,Bazargate,18.9387711,72.8353355,Sukh Sagar Juice Center,18.956124976419428,72.81347537635587,Juice Bar
66,Bazargate,18.9387711,72.8353355,Tawakkal sweets,18.960052784401416,72.83093587912722,Dessert Shop
67,Bazargate,18.9387711,72.8353355,Richardson and Cruddas,18.96649121831483,72.83279348277897,Music Venue
68,Bazargate,18.9387711,72.8353355,Doolally Taproom,18.96380865890176,72.80769462764823,Brewery
69,Bazargate,18.9387711,72.8353355,Patil juice center,18.954530979117596,72.81788540987007,Juice Bar
70,Bazargate,18.9387711,72.8353355,Willingdon Sports Club,18.97692539446803,72.81525635164282,Golf Course
71,Bazargate,18.9387711,72.8353355,Kobe Sizzlers,18.95660470617759,72.81346491373459,Steakhouse
72,Bazargate,18.9387711,72.8353355,Priyadarshini Park,18.95751519120163,72.79961414024795,Park
73,Bazargate,18.9387711,72.8353355,Girgaum Chowpatty,18.95540503513192,72.81417699004072,Beach
74,Bazargate,18.9387711,72.8353355,Soam,18.957492031614574,72.80888354503129,Indian Restaurant
75,Bazargate,18.9387711,72.8353355,Santosh Sagar,18.96117681964424,72.80142469483619,Fast Food Restaurant
76,Bazargate,18.9387711,72.8353355,Country Of Origin,18.955266219817346,72.79874276134325,Dessert Shop
77,Bazargate,18.9387711,72.8353355,Haji Ali Sea Face,18.978995070192834,72.81185351318547,Scenic Lookout
78,Bazargate,18.9387711,72.8353355,6th Street Yogurt,18.964679900122086,72.80514514977106,Dessert Shop
79,Bazargate,18.9387711,72.8353355,Mahalaxmi Race Course (Royal Western India Turf Club),18.980534507963622,72.81858750447056,Club House
80,Bazargate,18.9387711,72.8353355,Mad Over Donuts - Breach Candy,18.970929574322874,72.80466914176941,Donut Shop
81,Bazargate,18.9387711,72.8353355,Bhau Daji Lad Museum,18.979140331683414,72.83444944675503,History Museum
82,Bazargate,18.9387711,72.8353355,symphony,18.963346739565118,72.81025132774622,Restaurant
83,Bazargate,18.9387711,72.8353355,Mani Bhavan Gandhi Sangrahalaya (Gandhi Museum),18.95968930478653,72.81147518378836,History Museum
84,Bazargate,18.9387711,72.8353355,Govinda's Vegetarian Restaurant,18.95745164319056,72.80999366135798,Indian Restaurant
85,Bazargate,18.9387711,72.8353355,Theobroma,18.970734914004037,72.80981586266414,Bakery
86,Bazargate,18.9387711,72.8353355,Right Place,18.971162547832463,72.80479718952274,Sandwich Place
87,Bazargate,18.9387711,72.8353355,Tote On The Turf,18.980265920888122,72.82029378131506,Nightclub
88,Bazargate,18.9387711,72.8353355,N.S.C.I,18.972290545679044,72.80629581134392,Gym / Fitness Center
89,Bazargate,18.9387711,72.8353355,Nature's Basket,18.9758750502239,72.80879775448842,Deli / Bodega
90,Bazargate,18.9387711,72.8353355,Sports Complex @ NSCI,18.972294598325725,72.80626218184173,Stadium
91,Bazargate,18.9387711,72.8353355,The St. Regis Mumbai,18.993652,72.82522,Hotel
92,Bazargate,18.9387711,72.8353355,Café Ideal,18.955731689565855,72.81288695771747,Indian Restaurant
93,Bazargate,18.9387711,72.8353355,Bombay Bronx,18.974985935645314,72.80631986044125,Bar
94,Bazargate,18.9387711,72.8353355,The Ghetto,18.976180558246305,72.80728043869809,Bar
95,Bazargate,18.9387711,72.8353355,Sushi and More,18.96513699842837,72.80395157815201,Japanese Restaurant
96,Bazargate,18.9387711,72.8353355,Raymond,18.9721849587964,72.80502659533396,Men's Store
97,Bazargate,18.9387711,72.8353355,Oh! Calcutta,18.972467526216324,72.81563801608259,Bengali Restaurant
98,Bazargate,18.9387711,72.8353355,Aer Four Seasons Hotel,18.99413180943845,72.82037725791443,Lounge
99,Bazargate,18.9387711,72.8353355,Smoke House Deli,18.994478477555973,72.82439980446927,Restaurant
100,Kalbadevi,18.949438914437167,72.82632445794587,Shree Thaker Bhojnalay,18.951216985262224,72.82832591412115,Indian Restaurant
101,Kalbadevi,18.949438914437167,72.82632445794587,Marine Drive,18.941220560803895,72.82326137405234,Scenic Lookout
102,Kalbadevi,18.949438914437167,72.82632445794587,Wankhede Stadium,18.938792382629718,72.82594448102758,Cricket Ground
103,Kalbadevi,18.949438914437167,72.82632445794587,Narayan Dosa,18.95744533870669,72.81325090399687,Fast Food Restaurant
104,Kalbadevi,18.949438914437167,72.82632445794587,Natural's Ice Cream Parlour,18.93489186136897,72.82422244548796,Ice Cream Shop
105,Kalbadevi,18.949438914437167,72.82632445794587,Taj Ice Cream,18.960013490448077,72.83077934706037,Ice Cream Shop
106,Kalbadevi,18.949438914437167,72.82632445794587,Sachin Tendulkar Stand,18.939600603290792,72.82563289592339,Cricket Ground
107,Kalbadevi,18.949438914437167,72.82632445794587,Food for Thought,18.932030548104755,72.83166719005116,Café
108,Kalbadevi,18.949438914437167,72.82632445794587,Queen's Necklace,18.933982645438288,72.82389609019086,Beach
109,Kalbadevi,18.949438914437167,72.82632445794587,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
110,Kalbadevi,18.949438914437167,72.82632445794587,Nariman Point,18.92918335830556,72.82223224639893,Scenic Lookout
111,Kalbadevi,18.949438914437167,72.82632445794587,K Rustoms. Ice Cream,18.933478146064274,72.824995132785,Ice Cream Shop
112,Kalbadevi,18.949438914437167,72.82632445794587,Al Rehmani,18.961842975722288,72.8318178382764,Indian Restaurant
113,Kalbadevi,18.949438914437167,72.82632445794587,Starbucks,18.93218954141338,72.83395939223185,Coffee Shop
114,Kalbadevi,18.949438914437167,72.82632445794587,Starbucks,18.956426495409225,72.81206513923615,Coffee Shop
115,Kalbadevi,18.949438914437167,72.82632445794587,The Bayview - Hotel Marine Plaza,18.931876096865885,72.82303056777508,Italian Restaurant
116,Kalbadevi,18.949438914437167,72.82632445794587,The Sassy Spoon,18.928425922468104,72.82251196171583,Diner
117,Kalbadevi,18.949438914437167,72.82632445794587,Trishna,18.928618767483165,72.83235598103688,Seafood Restaurant
118,Kalbadevi,18.949438914437167,72.82632445794587,Britannia & Co.,18.934683361330222,72.8401828706296,Parsi Restaurant
119,Kalbadevi,18.949438914437167,72.82632445794587,National Centre for the Performing Arts (NCPA),18.92563130239702,72.81986117362976,Performing Arts Venue
120,Kalbadevi,18.949438914437167,72.82632445794587,The Malabar Hill Club,18.954392250210518,72.8035103932751,Restaurant
121,Kalbadevi,18.949438914437167,72.82632445794587,Jehangir Art Gallery,18.927606328364668,72.8314638434005,Art Gallery
122,Kalbadevi,18.949438914437167,72.82632445794587,Parsi Dairy Farm,18.946755804146605,72.83118326738536,Cheese Shop
123,Kalbadevi,18.949438914437167,72.82632445794587,Taj Mahal Palace & Tower,18.92230601080199,72.83357809321173,Hotel
124,Kalbadevi,18.949438914437167,72.82632445794587,Café Mondegar,18.924219037574055,72.83210608191361,Café
125,Kalbadevi,18.949438914437167,72.82632445794587,Sarvi,18.96685250452282,72.82922116407411,Middle Eastern Restaurant
126,Kalbadevi,18.949438914437167,72.82632445794587,Trident,18.92787752948028,72.82071104273936,Hotel
127,Kalbadevi,18.949438914437167,72.82632445794587,Tata Theatre,18.925062966444333,72.8199577331543,Theater
128,Kalbadevi,18.949438914437167,72.82632445794587,Swati Snacks,18.96644170253803,72.81353124991814,Indian Restaurant
129,Kalbadevi,18.949438914437167,72.82632445794587,Qi,18.932341935886978,72.82759090574511,Gym / Fitness Center
130,Kalbadevi,18.949438914437167,72.82632445794587,Pizza By The Bay,18.933515653026742,72.823924806057,Pizza Place
131,Kalbadevi,18.949438914437167,72.82632445794587,Crawford Market,18.946761002522727,72.83122518841544,Market
132,Kalbadevi,18.949438914437167,72.82632445794587,Yazdani Bakery,18.93319143074909,72.83359064269625,Bakery
133,Kalbadevi,18.949438914437167,72.82632445794587,Sabyasachi,18.926989753183356,72.83318533588488,Boutique
134,Kalbadevi,18.949438914437167,72.82632445794587,The Oberoi,18.92710051682048,72.82016472076614,Hotel
135,Kalbadevi,18.949438914437167,72.82632445794587,The Cricket Club Of India (CCI),18.9319640579446,72.82463550567627,Cricket Ground
136,Kalbadevi,18.949438914437167,72.82632445794587,"The Oriental Blossom, Marine Plaza",18.93160511562937,72.82312062346041,Asian Restaurant
137,Kalbadevi,18.949438914437167,72.82632445794587,La Folie Patisserie,18.928504031969176,72.83231471266487,Dessert Shop
138,Kalbadevi,18.949438914437167,72.82632445794587,The J,18.9303738249949,72.82673394356861,Fast Food Restaurant
139,Kalbadevi,18.949438914437167,72.82632445794587,Willingdon Sports Club,18.97692539446803,72.81525635164282,Golf Course
140,Kalbadevi,18.949438914437167,72.82632445794587,HQ's,18.92516732081239,72.8320513245287,Nightclub
141,Kalbadevi,18.949438914437167,72.82632445794587,Filter,18.928311600712163,72.83264346458098,Gift Shop
142,Kalbadevi,18.949438914437167,72.82632445794587,Woodside Inn,18.92475092153973,72.8319296651825,Pub
143,Kalbadevi,18.949438914437167,72.82632445794587,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Prince of Wales Museum of Western India),18.92686438179064,72.83255875110626,History Museum
144,Kalbadevi,18.949438914437167,72.82632445794587,Kobe Sizzlers,18.95660470617759,72.81346491373459,Steakhouse
145,Kalbadevi,18.949438914437167,72.82632445794587,Theobroma,18.91929830684632,72.82918453216553,Dessert Shop
146,Kalbadevi,18.949438914437167,72.82632445794587,"Sea Lounge, Taj Mahal Palace Hotel",18.92150340821261,72.83329756421982,Lounge
147,Kalbadevi,18.949438914437167,72.82632445794587,Priyadarshini Park,18.95751519120163,72.79961414024795,Park
148,Kalbadevi,18.949438914437167,72.82632445794587,PizzaExpress Colaba,18.923899084049445,72.83345215349688,Pizza Place
149,Kalbadevi,18.949438914437167,72.82632445794587,Santosh Sagar,18.96117681964424,72.80142469483619,Fast Food Restaurant
150,Kalbadevi,18.949438914437167,72.82632445794587,6th Street Yogurt,18.964679900122086,72.80514514977106,Dessert Shop
151,Kalbadevi,18.949438914437167,72.82632445794587,Haji Ali Sea Face,18.978995070192834,72.81185351318547,Scenic Lookout
152,Kalbadevi,18.949438914437167,72.82632445794587,Café at the NCPA,18.92525684284292,72.81957843982663,Café
153,Kalbadevi,18.949438914437167,72.82632445794587,Mad Over Donuts - Breach Candy,18.970929574322874,72.80466914176941,Donut Shop
154,Kalbadevi,18.949438914437167,72.82632445794587,Mahalaxmi Race Course (Royal Western India Turf Club),18.980534507963622,72.81858750447056,Club House
155,Kalbadevi,18.949438914437167,72.82632445794587,Country Of Origin,18.955266219817346,72.79874276134325,Dessert Shop
156,Kalbadevi,18.949438914437167,72.82632445794587,Havana Cafe & Bar,18.924034560866843,72.83274721513723,Bar
157,Kalbadevi,18.949438914437167,72.82632445794587,New Martin,18.91862420333764,72.82951216623856,Indian Restaurant
158,Kalbadevi,18.949438914437167,72.82632445794587,Amadeus,18.925495223376178,72.8194947296713,Mediterranean Restaurant
159,Kalbadevi,18.949438914437167,72.82632445794587,The Table,18.924099,72.833097,New American Restaurant
160,Kalbadevi,18.949438914437167,72.82632445794587,Thai Pavilion,18.914246393461482,72.82108040339331,Thai Restaurant
161,Kalbadevi,18.949438914437167,72.82632445794587,Wasabi by Morimoto,18.922011858054795,72.83366279313577,Japanese Restaurant
162,Kalbadevi,18.949438914437167,72.82632445794587,Bhau Daji Lad Museum,18.979140331683414,72.83444944675503,History Museum
163,Kalbadevi,18.949438914437167,72.82632445794587,The Harbour Bar,18.922030378208643,72.83361735728658,Cocktail Bar
164,Kalbadevi,18.949438914437167,72.82632445794587,Right Place,18.971162547832463,72.80479718952274,Sandwich Place
165,Kalbadevi,18.949438914437167,72.82632445794587,Café Basilico,18.91860901934294,72.83048426934867,Diner
166,Kalbadevi,18.949438914437167,72.82632445794587,N.S.C.I,18.972290545679044,72.80629581134392,Gym / Fitness Center
167,Kalbadevi,18.949438914437167,72.82632445794587,Nature's Basket,18.9758750502239,72.80879775448842,Deli / Bodega
168,Kalbadevi,18.949438914437167,72.82632445794587,Tote On The Turf,18.980265920888122,72.82029378131506,Nightclub
169,Kalbadevi,18.949438914437167,72.82632445794587,Sports Complex @ NSCI,18.972294598325725,72.80626218184173,Stadium
170,Kalbadevi,18.949438914437167,72.82632445794587,Vivanta by Taj - President,18.91441306149257,72.82102773714136,Hotel
171,Kalbadevi,18.949438914437167,72.82632445794587,The Ghetto,18.976180558246305,72.80728043869809,Bar
172,Kalbadevi,18.949438914437167,72.82632445794587,Café Ideal,18.955731689565855,72.81288695771747,Indian Restaurant
173,Kalbadevi,18.949438914437167,72.82632445794587,Sushi and More,18.96513699842837,72.80395157815201,Japanese Restaurant
174,Kalbadevi,18.949438914437167,72.82632445794587,Colaba Market,18.920928129223118,72.83095863848155,Flea Market
175,Kalbadevi,18.949438914437167,72.82632445794587,The St. Regis Mumbai,18.993652,72.82522,Hotel
176,Kalbadevi,18.949438914437167,72.82632445794587,Sophia Bhabha Hall,18.96981927753712,72.80708166618692,Theater
177,Kalbadevi,18.949438914437167,72.82632445794587,Jiva Spa,18.9143518026736,72.82105552918432,Spa
178,Kalbadevi,18.949438914437167,72.82632445794587,Aer Four Seasons Hotel,18.99413180943845,72.82037725791443,Lounge
179,Kalbadevi,18.949438914437167,72.82632445794587,Smoke House Deli,18.994478477555973,72.82439980446927,Restaurant
180,Kalbadevi,18.949438914437167,72.82632445794587,High Street Phoenix,18.994966958554343,72.82503247261047,Shopping Mall
181,Kalbadevi,18.949438914437167,72.82632445794587,Four Seasons,18.9943558114436,72.82031891150143,Hotel
182,Kalbadevi,18.949438914437167,72.82632445794587,Indigo Delicatessen,18.994498279390033,72.82375973512458,Deli / Bodega
183,Kalbadevi,18.949438914437167,72.82632445794587,Canvas Laugh Club,18.994481918940934,72.82441349772924,Comedy Club
184,Kalbadevi,18.949438914437167,72.82632445794587,The Sahib Room & Kipling Bar,18.99433338351496,72.82384950789341,Indian Restaurant
185,Kalbadevi,18.949438914437167,72.82632445794587,The Irish House,18.994416104869014,72.82472133636475,Pub
186,Kalbadevi,18.949438914437167,72.82632445794587,Jean-Claude Biguine,18.994474429990223,72.82425383854479,Cosmetics Shop
187,Kalbadevi,18.949438914437167,72.82632445794587,Jai Hind Lunch Home,19.002182526961953,72.82951152511662,Seafood Restaurant
188,Kalbadevi,18.949438914437167,72.82632445794587,China Garden,18.972304936503424,72.80630172616785,Chinese Restaurant
189,Kalbadevi,18.949438914437167,72.82632445794587,Palladium,18.99431718967026,72.82439809178742,Shopping Mall
190,Kalbadevi,18.949438914437167,72.82632445794587,Francesco's,18.995435242986712,72.82496433065423,Pizza Place
191,Kalbadevi,18.949438914437167,72.82632445794587,Hamleys,18.994471007717042,72.82437928696964,Toy / Game Store
192,Kalbadevi,18.949438914437167,72.82632445794587,"Amarsons Park, Breach Candy",18.972316882196097,72.80632673666895,Park
193,Kalbadevi,18.949438914437167,72.82632445794587,Li Bai - St. Regis,18.994186397305928,72.82379468386743,Hotel Bar
194,Kalbadevi,18.949438914437167,72.82632445794587,Le 15 Patisserie,18.995090736038883,72.82373452623928,Cupcake Shop
195,Kalbadevi,18.949438914437167,72.82632445794587,Breach Candy,18.968602442443252,72.8037863288681,Other Great Outdoors
196,Kalbadevi,18.949438914437167,72.82632445794587,Dakshinayan,18.947881215816018,72.79735662773038,Indian Restaurant
197,Kalbadevi,18.949438914437167,72.82632445794587,Naturals Ice Cream,18.962431779970938,72.80147103982321,Dessert Shop
198,Kalbadevi,18.949438914437167,72.82632445794587,Worli Sea Face,19.009216497075652,72.8150224685669,Scenic Lookout
199,Kalbadevi,18.949438914437167,72.82632445794587,Bombay Canteen,19.00341017043938,72.82781561443936,Indian Restaurant
200,B.P.Lane,18.951606299999998,72.83479679999999,Shree Thaker Bhojnalay,18.951216985262224,72.82832591412115,Indian Restaurant
201,B.P.Lane,18.951606299999998,72.83479679999999,Taj Ice Cream,18.960013490448077,72.83077934706037,Ice Cream Shop
202,B.P.Lane,18.951606299999998,72.83479679999999,Wankhede Stadium,18.938792382629718,72.82594448102758,Cricket Ground
203,B.P.Lane,18.951606299999998,72.83479679999999,Marine Drive,18.941220560803895,72.82326137405234,Scenic Lookout
204,B.P.Lane,18.951606299999998,72.83479679999999,Al Rehmani,18.961842975722288,72.8318178382764,Indian Restaurant
205,B.P.Lane,18.951606299999998,72.83479679999999,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
206,B.P.Lane,18.951606299999998,72.83479679999999,Food for Thought,18.932030548104755,72.83166719005116,Café
207,B.P.Lane,18.951606299999998,72.83479679999999,Narayan Dosa,18.95744533870669,72.81325090399687,Fast Food Restaurant
208,B.P.Lane,18.951606299999998,72.83479679999999,Natural's Ice Cream Parlour,18.93489186136897,72.82422244548796,Ice Cream Shop
209,B.P.Lane,18.951606299999998,72.83479679999999,Britannia & Co.,18.934683361330222,72.8401828706296,Parsi Restaurant
210,B.P.Lane,18.951606299999998,72.83479679999999,Starbucks,18.93218954141338,72.83395939223185,Coffee Shop
211,B.P.Lane,18.951606299999998,72.83479679999999,Sachin Tendulkar Stand,18.939600603290792,72.82563289592339,Cricket Ground
212,B.P.Lane,18.951606299999998,72.83479679999999,Queen's Necklace,18.933982645438288,72.82389609019086,Beach
213,B.P.Lane,18.951606299999998,72.83479679999999,Sarvi,18.96685250452282,72.82922116407411,Middle Eastern Restaurant
214,B.P.Lane,18.951606299999998,72.83479679999999,K Rustoms. Ice Cream,18.933478146064274,72.824995132785,Ice Cream Shop
215,B.P.Lane,18.951606299999998,72.83479679999999,Nariman Point,18.92918335830556,72.82223224639893,Scenic Lookout
216,B.P.Lane,18.951606299999998,72.83479679999999,Trishna,18.928618767483165,72.83235598103688,Seafood Restaurant
217,B.P.Lane,18.951606299999998,72.83479679999999,Parsi Dairy Farm,18.946755804146605,72.83118326738536,Cheese Shop
218,B.P.Lane,18.951606299999998,72.83479679999999,Jehangir Art Gallery,18.927606328364668,72.8314638434005,Art Gallery
219,B.P.Lane,18.951606299999998,72.83479679999999,Taj Mahal Palace & Tower,18.92230601080199,72.83357809321173,Hotel
220,B.P.Lane,18.951606299999998,72.83479679999999,Café Mondegar,18.924219037574055,72.83210608191361,Café
221,B.P.Lane,18.951606299999998,72.83479679999999,Crawford Market,18.946761002522727,72.83122518841544,Market
222,B.P.Lane,18.951606299999998,72.83479679999999,The Sassy Spoon,18.928425922468104,72.82251196171583,Diner
223,B.P.Lane,18.951606299999998,72.83479679999999,The Bayview - Hotel Marine Plaza,18.931876096865885,72.82303056777508,Italian Restaurant
224,B.P.Lane,18.951606299999998,72.83479679999999,Yazdani Bakery,18.93319143074909,72.83359064269625,Bakery
225,B.P.Lane,18.951606299999998,72.83479679999999,Starbucks,18.956426495409225,72.81206513923615,Coffee Shop
226,B.P.Lane,18.951606299999998,72.83479679999999,National Centre for the Performing Arts (NCPA),18.92563130239702,72.81986117362976,Performing Arts Venue
227,B.P.Lane,18.951606299999998,72.83479679999999,Sabyasachi,18.926989753183356,72.83318533588488,Boutique
228,B.P.Lane,18.951606299999998,72.83479679999999,Qi,18.932341935886978,72.82759090574511,Gym / Fitness Center
229,B.P.Lane,18.951606299999998,72.83479679999999,La Folie Patisserie,18.928504031969176,72.83231471266487,Dessert Shop
230,B.P.Lane,18.951606299999998,72.83479679999999,Swati Snacks,18.96644170253803,72.81353124991814,Indian Restaurant
231,B.P.Lane,18.951606299999998,72.83479679999999,Trident,18.92787752948028,72.82071104273936,Hotel
232,B.P.Lane,18.951606299999998,72.83479679999999,Tata Theatre,18.925062966444333,72.8199577331543,Theater
233,B.P.Lane,18.951606299999998,72.83479679999999,Pizza By The Bay,18.933515653026742,72.823924806057,Pizza Place
234,B.P.Lane,18.951606299999998,72.83479679999999,Willingdon Sports Club,18.97692539446803,72.81525635164282,Golf Course
235,B.P.Lane,18.951606299999998,72.83479679999999,The Malabar Hill Club,18.954392250210518,72.8035103932751,Restaurant
236,B.P.Lane,18.951606299999998,72.83479679999999,Filter,18.928311600712163,72.83264346458098,Gift Shop
237,B.P.Lane,18.951606299999998,72.83479679999999,HQ's,18.92516732081239,72.8320513245287,Nightclub
238,B.P.Lane,18.951606299999998,72.83479679999999,Woodside Inn,18.92475092153973,72.8319296651825,Pub
239,B.P.Lane,18.951606299999998,72.83479679999999,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Prince of Wales Museum of Western India),18.92686438179064,72.83255875110626,History Museum
240,B.P.Lane,18.951606299999998,72.83479679999999,The J,18.9303738249949,72.82673394356861,Fast Food Restaurant
241,B.P.Lane,18.951606299999998,72.83479679999999,The Cricket Club Of India (CCI),18.9319640579446,72.82463550567627,Cricket Ground
242,B.P.Lane,18.951606299999998,72.83479679999999,"The Oriental Blossom, Marine Plaza",18.93160511562937,72.82312062346041,Asian Restaurant
243,B.P.Lane,18.951606299999998,72.83479679999999,The Oberoi,18.92710051682048,72.82016472076614,Hotel
